OAI,015_1,02X_1,1XX_1,245_1,250_1,26X_1,publication_year_1,300_1,pages_1,format_1,4X0_1,787_1,bl_language_1,015_2,02X_2,1XX_2,245_2,250_2,26X_2,publication_year_2,300_2,pages_2,format_2,4X0_2,787_2,bl_language_2,typ_duplicity
caslin.SKC01-002178977 caslin.SKC01-008894925,,,"$aNúnez, Miguel Luis","$aThe National Museum of Cuba : $bpainting : the Fayum portrait, Western European painting, Cuban painting /",,"$aHavana : $bLetras Cubanas, $c1978",1978,"$a20 s., 123 čb., barev. obr.",123,BOOKS,,,eng,,,,$aTheNational Museum of Cuba Painting : $bthe fayum portrait : western european painting : cuban painting,$a1. vyd.,"$aLeningrad : $bAurora Art Publishers, $c1978",1978,"$a120 s., barev.fot., rejstř.",120,BOOKS,,,cze,distinct
nkp.NKC01-002740471 nkp.NKC01-002740472,,,"$aFligier, Cornelius",$aZur praehistorischen Enthnologie der Balkanhalbinsel /,,"$aWien : $bA. Hölder, $c1877",1877,"$avi, 65 s. ;",65,BOOKS,,,ger,,,"$aFligier, Cornelius",$aZur praehistorischen Enthnologie der Balkanhalbinsel /,,"$aWien : $bAlfred Hölder, $c1877",1877,$a65 s. ;,65,BOOKS,,,ger,probable
caslin.SKC01-003260865 caslin.SKC01-003270244,,$a978-80-7329-151-8 :,"$aŘezníček, František, $d1954-2007 $7xx0034406",$aOstrava /,$a1st ed.,"$a[Ostrava] : $bRepronis, $c2007",2007,$a1 sv. (nestránkováno) :,1,BOOKS,,,cze,$acnb001758307,$a978-80-7329-151-8 $q(váz.),"$aŘezníček, František, $d1954-2007 $7xx0034406",$aOstrava /,$a1st ed.,"$aOstrava : $bRepronis, $c2007",2007,$a[104] s. :,104,BOOKS,,,cze,real
kram-mzk.uuid:e9105419-e38d-11e0-9639-001e4ff27ac1 kram-mzk.uuid:37ffcd10-6075-11e6-9dd6-5ef3fc9ae867,,$a978-80-200-1737-6,,"$aMůj život s Hitlerem, Stalinem a Havlem",,$aPraha $bAcademia $c2011,2011,"$a865 s., fot.,21 cm",865,BOOKS,$aPaměť,,|||,,,,"$aMůj život s Hitlerem, Stalinem a Havlem",,$bAcademia,,,,OTHER_OTHER,"$aSpezialkarte der österreich-ungarischen Monarchie 1:75 000 ; 4874, 1885",,|||,distinct
caslin.SKC01-000997793 caslin.SKC01-008655671,$acnb001034667,$a80-242-0651-X $q(váz.),"$aNiccoli, Riccardo $7jn20020722132",$aLetadla : $bnajvýznamnější[sic] současné i historické typy /,$aVyd. 1.,"$aV Praze : $bIkar : $bKnižní klub, $c2001",2001,$a224 s. :,224,BOOKS,$aCesty za poznáním. Sport - hobby,,cze,,$a80-242-0651-X $q(Euromedia Group - Knižní klub) :,"$aNiccoli, Riccardo",$aLetadla : $bnejvýznamnější současné i historické typy /,$aVyd. 1.,"$aV Praze : $bIkar : $bEuromedia Group : $bKnižní klub, $c2001",2001,$a244 s. :,244,BOOKS,$aCesty za poznáním,,cze,real
czhistbib.03a868b2-bad4-4c8e-81f6-68b3673ab0b3 czhistbib.3a1963c8-2e84-42f8-94fb-977fb3f60539,,,"$aKřivka, Josef, $d1913-1990 $7jk01070117",$aHospodaření českého sedláka ze středních Čech ve 2. polovině 19. století /,,"$aPraha : $bMinisterstvo zemědělství ČR, $c1994",1994,$a86 s.,86,BOOKS,$aObnova venkova. Sv. 2.,,cze,,,"$aKřivka, Josef, $d1913-1990 $7jk01070117",$aHospodaření českého sedláka ze středních Čech ve 2. polovině 19. století /,,"$aPraha : $bMinisterstvo zemědělství ČR, $c1994",1994,$a86 s.,86,BOOKS,$aObnova venkova. 2.,,cze,probable
knav.KNA01-000043639 knav.KNA01-001146005,$acnb000065524,$a80-7106-024-0,"$aReiman, Michal","$aLenin, Stalin, Gorbačov : $bKontinuita a zlomy v sovětských dějinách /",$a1. vyd.,"$aPraha : $bLidové noviny, $c1991.",1991,$a213 s.,213,BOOKS,$aKnihovna Lidových novin; $vsv. 11,,cze,$acnb000065524,,"$aReiman, Michal, $d1930-2023 $7jk01102201","$aLenin, Stalin, Gorbačov : $bkontinuita a zlomy v sovětských dějinách /",$aVyd. 1.,"$aPraha : $bLidové noviny, $c1991",1991,$a213 s. ;,213,BOOKS,$aKnihovna Lidových novin ; $vsv. 11,,cze,real
caslin.SKC01-001267420 caslin.SKC01-009455803,$acnb001760691,$a80-7161-043-7 $q(vázáno),"$aCave, Janet P. $7jx20090515003",$aČarodějky a čarodějnictví /,$aPrvní vydání,"$a[Česko] : $bGemini, $c1993",1993,$a144 stran :,144,BOOKS,$aEdice záhad,,cze,,,,$aČarodějky a čarodějnictví,$a1. vyd.,"$aPraha : $bGemini, $c1993",1993,"$a142 s., barev.fot.",142,BOOKS,$aEdice záhad,,cze,real
svkpk.PNA01-000134297 svkpk.PNA01-000144199,,$a80-7181-493-8,,$aUčebnice nových pravidel silničního provozu : $b<<(>>podle zákonné úpravy platné od 1.1.2001<<)>> /,,"$aPraha : $bCesty, $c2001",2001,$a184 s. :,184,BOOKS,,,cze,,$a80-7181-548-9 $$$a80-7181-529-2,,$aUčebnice nových pravidel silničního provozu : $b<<(>>podle zákonné úpravy platné od 1.1.2001<<)>> : <<[>>upraveno podle zákonného stavu k 1.9.2001<<]>> /,,"$aPraha : $bCesty, $c2001",2001,$a184 s. :,184,BOOKS,,$aČesko. $tZákon o provozu na pozemních komunikacích (2000),cze,distinct
caslin.SKC01-001411921 caslin.SKC01-004664299,,$a80-7192-159-9 :,,$aKarmelitánský kalendář : $bčtení pro poučení a pro volný čas. $n1997 /,,"$aKostelní Vydří : $bKarmelitánské nakladatelství, $c1996",1996,"$a144 s., front. :",144,BOOKS,,,cze,,$a80-7192-159-9,,$aKarmelitánský kalendář 1997 : $bčtení pro poučení a pro volný čas /,,"$aKostelní Vydří : $bKarmelitánské nakladatelství, $c1996",1996,$a144 s. :,144,BOOKS,,,cze,real
mkjihlava.283759 mkjihlava.312202,$acnb000172770,$a80-7200-068-3 :,"$aPiers, Helen",$aMorče : $bPrůvodce Heleny Piersové pro mladé chovatele /,$a1. vyd.,"$aHavlíčkův Brod $bFragment, $c1996",1996,"$a32 s., barev.fot.",32,BOOKS,$aBydlí s námi--,,cze,$acnb000172770,$a80-7200-068-3 :,"$aPiers, Helen",$aBydlí s námi morče : $bPrůvodce Heleny Piersové pro mladé chovatele /,$a1. vyd.,"$aHavlíčkův Brod $bFragment, $c1996",1996,"$a32 s., barev.fot.",32,BOOKS,$aBydlí s námi--,,cze,real
mkpel.542473 mkpel.542712,$acnb000889436,$a80-7249-111-3 :,"$aLee, Rachel $7xx0005899",$aNoční můra /,$a1. vyd.,"$aV Praze : $bColumbus, $c2001",2001,$a366 s. ;,366,BOOKS,,,cze,$acnb000889436,$a80-7249-111-3 :,"$aLee, Rachel $7xx0005899",$aNoční můry /,$a1. vyd.,"$aPraha : $bColumbus, $c2001",2001,$a366 s.,366,BOOKS,,,cze,real
cbvk.CbvkUsCat*m0206678 cbvk.CbvkUsCat*m0206676,,,,"$aPhilip Glass (1937), La Belle et la Bete : $bopera z roku 1994 = Kráska a Zvíře /",,"$aV Praze : $bNárodní divadlo, $cc2003",2003,$a181 s. :,181,BOOKS,,,eng,$acnb001309999,$a80-7258-147-3 $q(v knize neuvedeno ; $qbrož.),,"$aPhilip Glass (1937), La Belle et la Bête = $bPhilip Glass (1937), Kráska a zvíře : česká premiéra 28.8.2003 v Národním divadle /",,"$aV Praze : $bNárodní divadlo v Praze, $c2003",2003,$a181 s. :,181,BOOKS,,,cze,probable
svkos.MVK01-000369164 svkos.MVK01-000412859,,$a80-7262-246-3 :,,$aVybrané otázky onkologie 7 /,,"$aPraha : $bGalén, $cc2003",2003,$a152 s.,152,BOOKS,,,cze,$acnb001709303,,,$aVybrané otázky onkologie,,"$aPraha : $bGalén, $c[1997]-",1997,,,PERIODICALS,,,cze,hybrid
mkkno.7072 mkkno.19356,,,"$aBrož, Ivan",$aGeorge Washington /,,"$aPraha : $bPetrklíč, $c1994",1994,$a187 s.-fot.,187,BOOKS,$aOsobnosti,,cze,,,"$aBrož, Ivan, $d1938- $7jk01013200",$aGeorge Washington /,,"$aPraha : $bPetrklíč, $c1994",1994,$a187 s.-obr.,187,BOOKS,$aOsobnosti,,cze,real
mkck.KN3154000000022441 mkck.KN3154000000007873,,$a80-85611-92-9 :,"$aKettner, Petr, $d1921-2003 $7jk01060109","$aTajemství Tří králů : $bO lidech, kteří nesměli vstoupit do historie /",,"$aPraha : $bRiopress, $c1998",1998,"$a186 s., obr. příl.",186,BOOKS,,,cze,,,"$aKettner, Petr, $d1921-2003 $7jk01060109","$aTajemství Tří králů : $bO lidech, kteří nesměli vstoupit do historie /",,"$aPraha : $bMht, $c1995",1995,$a174 s.,174,BOOKS,$aAkta ; $vsv. 1,,cze,distinct
mkjihlava.304454 mkjihlava.304455,$acnb000486714,$a80-85636-94-8 $q(brož.) :,"$aŽáček, Jiří, $d1945- $7jk01152946",$aHádanky a luštěniny na Vánoce /,$aVyd. 2.,"$aPraha : $bŠulc a spol., $c1998",1998,$a32 s. :,32,BOOKS,,,cze,$acnb000486714,$a80-85636-90-5 $q(brož.) :,"$aŽáček, Jiří, $d1945- $7jk01152946",$aHádanky a luštěniny o zvířatech /,$aVyd. 1.,"$aPraha : $bŠulc a spol., $c1998",1998,$a32 s. :,32,BOOKS,,,cze,critical
mkhk.1949327 mkhk.2553859,$acnb000075515,,"$aGrey, Zane, $d1872-1939 $7jn19990002874",$aDuch pohraničí /,,"$aČeský Těšín : $bGABI, $c1993",1993,$a319 s.,319,BOOKS,,,cze,,$a80-85767-13-9 : $q(váz.),"$aGrey, Zane, $d1872-1939 $7jn19990002874",$aDuch pohraničí /,,"$aČeský Těšín : $bGABI, $c1993",1993,$a319 s. :,319,BOOKS,,,cze,probable
mzk.MZK01-000007258 mzk.MZK01-000025706,,$a80-85785-08-0,"$aMalíř, František, $d1919-2008 $7jk01073272",$aNěmecké konverzační minimum,$a1. vyd.,"$aPraha : $bGrafoprint-Neubert, $c1993",1993,$a253 s.,253,BOOKS,,,cze,,$a80-85785-08-0,"$aMalíř, František, $d1919-2008 $7jk01073272",$aNěmecké konverzační minimum,$a1.vyd.,"$aPraha : $bGrafoprint-Neubert, $c1993",1993,$a252 s.,252,BOOKS,,,cze,real
mkp.57425 mkp.49771,$acnb000103250,$a80-85834-07-3,"$aMcIntyre, Vonda Neel, $d1948-",$aPátrání po Spockovi /,,"$aBoskovice :  $bAlbert, $c1994",1994,$a261 s. ; ,261,BOOKS,$aStar Trek. Filmová řada ;  $vIII,,cze,$acnb000103250,$a80-85834-07-3,"$aMcIntyre, Vonda Neel, $d1948-",$aPátrání po Spockovi /,,"$aBoskovice :  $bAlbert, $c1994",1994,$a261 s. ; ,261,BOOKS,$aStar Trek ;  $vSv. III,,cze,real
czhistbib.a6a401e5-c213-4f14-b420-29ad861237d2 czhistbib.e64c9217-6897-4dff-9b6f-36b40aac06f0,,$a80-85899-80-9,,$aŽidé v české a polské občanské společnosti = $bŻidzi w polskim i czeskim społeczeństwie obywatelskim /,,"$aPraha : $bUniverzita Karlova, Filozofická fakulta, $c1999",1999,$a192 s.,192,BOOKS,,,cze,,$a80-85899-80-9,,$aŽidé v české a polské občanské společnosti = $bŻidzi w polskim i czeskim społeczeństwie obywatelskim /,,"$aPraha : $bUniverzita Karlova, Filozofická fakulta, $c1999",1999,$a192 s.,192,BOOKS,,,cze,real
czhistbib.312c6b38-089c-4e9d-8d90-d07bd9bdaf50 czhistbib.5f3362b6-c915-4ff8-b5b5-cfc076668a19,,$a80-85917-40-8 (KLP : váz.),"$aPius $bII., $cpapež, $d1405-1464 $7jn20011019066",$aHistoria Bohemica = $bHistorie česká /,$aVyd. 1.,"$aPraha : $bKLP-Koniasch Latin Press : $bÚstav pro klasická studia AV ČR : $bNadace pro dějiny kultury ve střední Evropě, $c1998",1998,"$acvi, 276 s.",276,BOOKS,"$aClavis monumentorum litterarum (Regnum Bohemiae). ; $v4, $aFontes rerum Regni Bohemiae ; $v1",,cze,,$a80-85917-40-8 (KLP : váz.),"$aPius $bII., $cpapež, $d1405-1464 $7jn20011019066 $eAutor",$aHistoria Bohemica = $bHistorie česká /,$aVyd. 1.,"$aPraha : $bKLP-Koniasch Latin Press : $bÚstav pro klasická studia AV ČR : $bNadace pro dějiny kultury ve střední Evropě, $c1998",1998,"$acvi, 276 s.",276,BOOKS,"$aClavis monumentorum litterarum (Regnum Bohemiae). ; $v4, $aFontes rerum Regni Bohemiae ; $v1",,cze,real
mzk.MZK01-000567599 mzk.MZK01-001869678,$acnb001001431,$a80-86042-46-4,"$aHrubá, Jarmila, $d1942- $7jn20011018427",$aPovídání o fuksiích /,$aVyd. 1.,"$aÚstí nad Orlicí : $bOftis, $c2001",2001,$a80 s. :,80,BOOKS,,,cze,$acnb001001431,$a80-86042-46-4 $q(brož.),"$aHrubá, Jarmila, $d1942- $7jn20011018427",$aPovídání o fuchsiích /,$aVyd. 1.,"$aÚstí nad Orlicí : $bOftis, $c2001",2001,$a80 s. :,80,BOOKS,,,cze,real
caslin.SKC01-000960702 caslin.SKC01-008217441,$acnb000606565,$a80-86202-29-1 $q(brož.),"$aBrown, Lester R. $q(Lester Russell), $d1934- $7jn20010309456",$aStav světa 1998 : $bzpráva o cestě k trvale udržitelné společnosti /,$aVyd. 1.,"$aPraha : $bHynek, $c1998",1998,$a356 s. :,356,BOOKS,$aHydra ; $vsv. 1,,cze,,,,$aStav světa 1998 : $bzpráva o cestě k trvale udržitelné společnosti,,"$aPraha : $bnakl. Hynek, $c1998",1998,$a356 s. :,356,BOOKS,,,cze,probable
caslin.SKC01-003207245 caslin.SKC01-000976579,,$a80-86167-13-5,"$aKainka, Burkhard $7mzk2002156999","$aVyužití rozhraní PC pod Windows : $bměření, řízení a regulace pomocí standardních portů PC /",$a1. české vyd.,"$aOstrava-Plesná : $bHEL, $c2000",2000,$a133 s. :,133,BOOKS,,,cze,$acnb000887353,$a80-86167-13-5 $q(brož.) :,"$aKainka, Burkhard $7mzk2002156999","$aVyužití rozhraní PC pod Windows : $bměření, řízení a regulace pomocí standardních portů PC /",$a1. české vyd.,"$aOstrava : $bHEL, $c2000",2000,$a151 s. :,151,BOOKS,,,cze,real
svkpk.PNA01-000069569 svkpk.PNA01-000027062,$acnb000081126,$a80-900776-2-5,"$aSovák, Jiří, $d1920-2000 $7jn19990209787",$aSovák ; $bDík za váš smích! aneb Já - a moje trosky /,,"$aPraha : $bHumor a kvalita Hak, $c1996",1996,$a179 s. :,179,BOOKS,,,cze,$acnb000081126,$a80-900776-2-5,"$aSovák, Jiří, $d1920-2000 $7jn19990209787",$aDík za váš smích! aneb Já - a moje trosky /,,"$aPraha : $bHumor a kvalita, $c1992",1992,$a181 s. :,181,BOOKS,,,cze,real
mkmilovice.58 mkmilovice.15432,$acnb000309623,$a80-902303-6-9,"$aVeevers, Marian",$aKletba lady Macbeth /,,"$aPraha : $bKnižní klub, $c1998",1998,$a238 s.,238,BOOKS,,,cze,,$a80-902303-6-9 :,"$aVeevers, Marian",$aKletba lady Macbeth /,,"$aPraha : $bApsida, $c1998",1998,$a238 s.,238,BOOKS,,,cze,real
caslin.SKC01-009108459 caslin.SKC01-010017926,,$a978-83-01-19258-7 $q(brožováno),"$aRoszkowski, Wojciech, $d1947- $7jn20010601555",$aHistoria Polski. $p1914-2015 /,$aWydanie dwunaste rozszerzone,"$aWarszawa : $bPWN, $c2017",2017,$a658 stran ;,658,BOOKS,,,pol,,$a978-83-01-19258-7 $q(brožováno),"$aRoszkowski, Wojciech, $d1947- $7jn20010601555",$aHistoria Polski 1914-2015 /,$aWydanie dwunaste rozszerzone,"$aWarszawa : $bPWN, $c2017",2017,$a658 stran ;,658,BOOKS,,,pol,real
svkos.MVK01-000339745 svkos.MVK01-000339746,$acnb000038861,$a80-7077-084-8,"$aMachala, Drahoslav, $d1947-2015 $7js20020812116",$aTo pravé místo : $b(reportér Hemingway) /,"$a3. přepracované vyd., (2. čes. vyd.)","$aPraha : $bNovinář, $c1989",1989,$a409 s.,409,BOOKS,,,cze,$acnb000038861,,"$aMachala, Drahoslav, $d1947-2015 $7js20020812116",$aTo pravé místo : $b(reportér Hemingway) /,$a1. vyd.,"$aPraha : $bNovinář, $c1987",1987,$a409 s.,409,BOOKS,,,cze,critical
kkpc.PAK01-000012416 kkpc.PAK01-000012417,$acnb000125372,$a(Váz.),"$aMedek, Jiří, $d1950- $7jk01081026",$aVšechny barvy duhy /,$a1. vyd.,"$aPraha : $bČeskoslovenský spisovatel, $c1976",1976,$a120 s. ;,120,BOOKS,$aMalá žatva,,cze,$acnb000125372,$a(Váz.),"$aMedek, Jiří, $d1950- $7jk01081026",$aVšechny barvy duhy /,$a1. vyd.,"$aPraha : $bČeskoslovenský spisovatel, $c1976",1976,$a120 s. ;,120,BOOKS,$aMalá žatva,,cze,real
mkhk.1972931 mkhk.2287429,,,"$aTyl, Josef Kajetán, $d1808-1856 $7jk01140553",$aStrakonický dudák : $bnárodní báchorka se zpěvy /,$a2. vyd. v Albatrosu,"$aPraha : $bAlbatros, $c1979",1979,$a113 s.,113,BOOKS,$aKlub mladých čtenářů,,cze,$acnb000392656,,"$aTyl, Josef Kajetán, $d1808-1856 $7jk01140553",$aStrakonický dudák : $bnárodní báchorka se zpěvy o třech dějstvích /,$a2. vyd. v Albatrosu,"$aV Praze : $bAlbatros, $c1979",1979,$a113 s. :,113,BOOKS,$aKlub mladých čtenářů,,cze,real
cbvk.CbvkUsCat*0084578 cbvk.CbvkUsCat*0950737,,,"$aSyrovátko, Milan $7jk01122268",$aNavrhování napájecích zdrojů pro elektroniku /,$a1. vyd.,"$aPraha : $bSNTL, $c1977",1977,"$a210, [1] s. ;",210,BOOKS,$aŘada elektrotechnické literatury,,cze,$acnb000412786,,"$aSyrovátko, Milan",$aNavrhování napájecích zdrojů pro elektroniku /,,"$aPraha : $bStátní nakladatelství technické literatury, $c1977",1977,$a210 s.,210,BOOKS,,,cze,probable
kvkl.LiUsCat*c811678 kvkl.LiUsCat*1166179,,,"$aMayer, Daniel, $d1930- $7jk01080940",$aÚvod do teorie elektrických obvodů /,$aVyd. 1.,"$aSNTL : $bPraha, $c1978",1978,$a688 s.,688,BOOKS,$aElektrotechnická literatura,,cze,$acnb000420092,,"$aMayer, Daniel, $d1930- $7jk01080940",$aÚvod do teorie elektrických obvodů /,$a1. vyd.,"$aPraha : $bStátní nakladatelství technické literatury, $c1978",1978,$a688 s. :,688,BOOKS,,,cze,real
kvkl.LiUsCat*c809086 kvkl.LiUsCat*1129658,,,"$aTimirjazev, Kliment Arkad'jevič, $d1843-1920 $7nlk20000089624",$aKrátký výklad Darwinovy theorie /,$a1. vyd.,"$aPraha : $bBrázda, $c1949",1949,$a86 s.,86,BOOKS,$aČeskoslovenská akademie zemědělská ; $vsv. 3,,cze,$acnb000675415,$q(Brožováno),"$aTimirjazev, Kliment Arkad'jevič, $d1843-1920 $7nlk20000089624",$aKrátký výklad Darwinovy theorie /,$aVydání I.,"$aPraha : $bBrázda, $c1949",1949,$a86 stran,86,BOOKS,$aČeskoslovenská akademie zemědělská. Velká knihovna ; $vsv. 3,,cze,real
kram-nkp.uuid:f0f7a7d0-dd5f-11e2-9923-005056827e52 kram-nkp.uuid:d327f8e0-dd5f-11e2-9923-005056827e52,$acnb000693638,,,$aVelký španělsko-český slovník = $bGran diccionario espaǹol-checo,$a1. vyd.,$axr $aPraha $bAcademia $c1977-1978 $c1977-1978 $c1977-1978,1977,$a2 sv. ; 8°,8,BOOKS,,,"cze, spa",$acnb000693638,,,$aVelký španělsko-český slovník = $bGran diccionario espaǹol-checo,$a1. vyd.,$axr $aPraha $bAcademia $c1977-1978 $c1977-1978 $c1977-1978,1977,$a2 sv. ; 8°,8,BOOKS,,,"cze, spa",real
caslin.SKC01-000605289 caslin.SKC01-010019228,$acnb000719536,,"$aČapek, Karel, $d1890-1938 $7jk01021023",$aPovídky z jedné kapsy ; $bPovídky z druhé kapsy /,"$a1. vyd. v Čs. spis., 20. vyd. Povídek z jedné kapsy, 14. vyd. Povídek z druhé kapsy","$aPraha : $bČeskoslovenský spisovatel, $c1955",1955,"$a343, [3] s. ;",343,BOOKS,$aDílo bratří Čapků,,cze,,,"$aČapek, Karel, $d1890-1938 $7jk01021023",$aPovídky z jedné kapsy. Povídky z druhé kapsy /,$a12. vyd.,"$aPraha : $bČs. spis., $c1955",1955,$a343 s.,343,BOOKS,$aDílo bratří Čapků,,cze,probable
kvkl.LiUsCat*c815164 kvkl.LiUsCat*0100251,,,"$aČapek, Karel, $d1890-1938 $7jk01021023",$aPovídky z jedné kapsy ; $bPovídky z druhé kapsy /,"$a20. vyd. Povídek z jedné kapsy, 14. vyd. Povídek z druhé kapsy, 1. vyd. v ČS","$aPraha : $bČS, $c1955",1955,$a343 s.,343,BOOKS,$aDílo bratří Čapků,,cze,$acnb000719536,$a (váz.) :,"$aČapek, Karel, $d1890-1938 $7jk01021023",$aPovídky z jedné kapsy ; $bPovídky z druhé kapsy /,"$aV ČS vyd. 1., Povídek z jedné kapsy vyd. 20., Povídek z druhé kapsy vyd. 14.","$aPraha : $bČS, $c1955",1955,$a343 s. ;,343,BOOKS,$aDílo bratří Čapků,,cze,real
pkjak.353bfad7-3b86-4e8f-a6f6-f1448a68c1e8 pkjak.b9d1f989-633d-4a1c-992b-35fe9360f7bc,,,"$aMařan, Josef, $d1905-1978 $7jk01080427",$aJak zvířata zabydlila zeměkouli /,$a1. vyd.,$aPraha : $bMladá fronta (nakladatelství) $c1957,1957,"$a272, [3] s. :",272,BOOKS,$aVěda mládeži ; $vSv. 49,,cze,$acnb000728396,,"$aMařan, Josef, $d1905-1978 $7jk01080427",$aJak zvířata zabydlila zeměkouli /,$a1. vyd.,"$aPraha : $bMF, $c1957",1957,"$a272, [3] s. :",272,BOOKS,$aVěda mládeži ; $vSv. 49,,cze,real
kvkl.LiUsCat*c142568 kvkl.LiUsCat*1146179,,,,$aTa krásná země... : $bČechy v zrcadle světové poesie /,,"$aPraha : $bToužimský a Moravec, $c1941",1941,$a153 s.,153,BOOKS,$aKořeny ; $vsv. 7,,cze,$acnb000809896,,,$aTa krásná země... : $bČechy v zrcadle světové poezie /,,"$aPraha : $bToužimský a Moravec, $c1941",1941,$a153 s.,153,BOOKS,$aKořeny ; $vSv. 7,,cze,real
caslin.SKC01-004526632 caslin.SKC01-008974440,$acnb002155686,,"$aAbsolonová, Monika, $d1976- $7js20020408005",$aMuzikálové album,,"$a[Praha] : $bPopron, $cp2010",2010,$a1 zvuková deska :,1,AUDIO_CD,,,cze,,,,$aMuzikálové album /,,"$a[Praha] : $bPopron music, $c2010 $$$c℗2010",2010,$a1 CD audio ;,1,AUDIO_CD,,,cze,real
caslin.SKC01-001689767 caslin.SKC01-005251759,,,,"$aBibliografie české práce heraldické : $btematický anotovaný soupis článků, statí a studií z oborových periodických tiskovin vydaných v české řeči na území České socialistické republiky. $n1., $p1901-1980 /",,"$aOstrava : $bKlub genealogů a heraldiků při Domu kultury pracujících Vítkovic, $c1983",1983,$a287 s.,287,BOOKS,,,cze,$acnb002357165 $zcnb001040537 $zcnb001040538 $zcnb001040539 $zcnb001040540 $zcnb001040541 $zcnb001040542,$q(Brož.),"$aPalát, Pavel, $d1941-2018 $7jx20080728057","$aBibliografie české práce heraldické : $btematický anotovaný soupis článků, statí a studií z oborových periodických tiskovin vydaných v české řeči na území České socialistické republiky. $nI, 1901-1980 /",,"$aOstrava : $bKlub genealogů a heraldiků, $c1983",1983,$a6 sv. (287 s.) ;,287,BOOKS,,$iZvláštní příl. časopisu: $tZpravodaj Klubu genealogů a heraldiků,cze,probable
caslin.SKC01-005740097 caslin.SKC01-006841126,,$q(Váz.),"$aHedin, Sven, $d1865-1952 $7jn20000700685",$aTibet : $bvýzkumy a dobrodružství v neznámé zemi /,,"$aV Praze : $bJ. Otto, $c1910",1910,$a2 sv. :,2,BOOKS,,,cze,$acnb002766393 $zcnb000571225 $zcnb001079252,,"$aHedin, Sven, $d1865-1952 $7jn20000700685",$aTibet : $bvýzkumy a dobrodružství v neznámé zemi /,,"$aV Praze : $bJ. Otto, $c1910-1913",1910,$a3 sv. :,3,BOOKS,,,cze,probable
mvk.918021e5-b002-4d05-a04a-8f6eb1286e96 mvk.df54298c-3af5-416d-b370-2884584f768a,$acnb003398071,,"$aŠpaček, Ladislav, $d1949- $7jn20000402870","$aDědečku, vyprávěj o světě : $betiketa a etika pro děti /",,"$a[Praha] : $bTémbr, $c2022 $$$c©2022",2022,"$a1 audiodisk (4 hod., 29 min.) ;",29,AUDIO_CD,,,cze,$acnb003398071,,"$aŠpaček, Ladislav, $d1949- $7jn20000402870","$aDědečku, vyprávěj o Vánocích : $betiketa a etika pro děti /",,"$a[Praha] : $bTémbr, $c2022 $$$c©2022",2022,"$a1 audiodisk (2 hod., 26 min.) ;",26,AUDIO_CD,,,cze,critical
okpb.AV3183000004530449 okpb.AV3183000004530452,,,,$aSpider-Man: Daleko od domova,,"$aPraha : $bBontonfilm a.s., $c2019",2019,$a1 DVD video (124 min.) :,124,VIDEO_DVD,,,cze,,,,$aSpider-Man: Daleko od domova,,"$aPraha : $bBontonfilm a.s., $c2019",2019,$a1 Blu-ray Disc (129 min.) :,129,VIDEO_DVD,,,cze,real
caslin.SKC01-004369216 caslin.SKC01-006998920,,,,$aZáklady statistiky a pravděpodobnost : $bStatistická závislost,,"$aPraha : $bVysoká škola strojní a textilní v Liberci, $c1968",1968,"$a150 s., obr. v textu",150,BOOKS,,,cze,,,,$aZáklady statistiky a pravděpodobnost : $b(Statistická závislost) /,,"$aPraha : $b[Vysoká škola politická ÚV KSČ], $c1968",1968,$a149 stran :,149,BOOKS,,,cze,distinct
caslin.SKC01-004417818 caslin.SKC01-010023998,$acnb002148547,$a978-80-251-2495-6 $q(váz.),"$aHaden, Christen $7hka2010609597","$aHáčkované příšerky : $bvoodoo panenky, zombie, upíři, smrtky a další /",$aVyd. 1.,"$aBrno : $bComputer Press, $c2010",2010,$a94 s. :,94,BOOKS,,,cze,,$a978-80-251-2495-6 $q(váz.) :,"$aHaden, Christen","$aHáčkované příšerky : $bvoodoo panenky, zombie, upíři, smrtky a další /",,"$aBrno : $bComputer Press, $c2010",2010,$a95 s. :,95,BOOKS,,,cze,real
caslin.SKC01-006595246 caslin.SKC01-006575157,$acnb002689919,$a978-80-00-03873-5 $q(kniha 1 ; $qvázáno),"$aPeyo, $d1928-1992 $7xx0007049",$aTaťka Šmoula vypravuje /,$a1. vydání,"$aV Praze : $bAlbatros, $c2015-",2015,$a^^^svazků :,,BOOKS,$aŠmoulové,,cze,,$a978-80-00-03873-5 $q(vázáno),"$aPeyo, $d1928-1992 $7xx0007049",$aTaťka Šmoula vypravuje. $nKniha první /,$a1. vydání,"$aV Praze : $bAlbatros, $c2015",2015,$a32 stran :,32,BOOKS,$aŠmoulové,,cze,hybrid
mkp.2157832 mkp.4054816,,$a0-14-062114-8,"$aLondon, Jack, $d1876-1916 $7jn19990005166",$aWhite fang and The call of the wild /,,"$aHarmondsworth :  $bPenguin Books, $c1994",1994,$a278 s. ; ,278,BOOKS,$aPenguin popular classics. Complete and unabridged,,eng,,$a0-14-062114-8,"$aLondon, Jack, $d1876-1916 $7jn19990005166",$aWhite fang and The call of the wild /,,"$aLondon :  $bPenguin Books, $c1994",1994,$a278 s. ; ,278,BOOKS,$aPenguin popular classics. Complete and unabridged,,eng,real
